incident_id,ARREST,incident_hour,offense_category_name,crime_against,victim_type_name,weapon_name,agency_type_name,population_group,victim_age_group,offender_age_group,stolen_count,recovered_count,suburban_area
173660721,0,10.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
173660732,0,22.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,36-50,1.0,1.0,N
173660734,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,51-65,1.0,1.0,N
173660740,0,22.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
165375315,1,23.0,Kidnapping/Abduction,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375321,0,0.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375331,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
165375334,0,4.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
165375338,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375361,0,8.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375371,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375375,0,11.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165376752,0,12.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,18-25,36-50,1.0,1.0,Y
165376754,0,21.0,Sex Offenses,Person,Individual,Personal Weapons,County,10K-50K,26-35,26-35,1.0,1.0,Y
165376756,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,18-25,36-50,1.0,1.0,Y
165454273,1,1.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,26-35,1.0,1.0,Y
165454287,0,6.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454321,1,7.0,Assault Offenses,Person,Individual,Other,County,100K-500K,18-25,36-50,1.0,1.0,Y
165454328,1,14.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,36-50,26-35,1.0,1.0,Y
165454365,0,17.0,Fraud Offenses,Property,Individual,Personal Weapons,County,100K-500K,36-50,36-50,1.0,1.0,Y
165454400,1,17.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,36-50,1.0,1.0,Y
165454407,0,11.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,County,100K-500K,36-50,26-35,1.0,1.0,Y
165454431,1,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,County,100K-500K,36-50,36-50,1.0,1.0,Y
165454436,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454446,0,13.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454493,1,8.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,18-25,1.0,1.0,Y
165454495,1,10.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,18-25,1.0,1.0,Y
165454502,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,Under 18,1.0,1.0,Y
165375135,0,8.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
165375137,0,11.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
165375147,1,22.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
165375148,0,8.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375152,0,9.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,51-65,1.0,1.0,N
165375179,0,18.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
165375183,0,2.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
165375185,0,2.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,18-25,1.0,1.0,N
165375194,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375205,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,36-50,1.0,1.0,N
165375220,0,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
165375222,0,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,18-25,1.0,1.0,N
165375227,0,0.0,Assault Offenses,Person,Individual,Other,City,10K-50K,26-35,36-50,1.0,1.0,N
165375234,0,17.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375235,0,18.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375239,0,1.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375246,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375253,0,0.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
165375262,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375274,0,23.0,Assault Offenses,Person,Individual,Firearm,City,10K-50K,18-25,26-35,1.0,1.0,N
165375287,0,15.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,26-35,26-35,1.0,1.0,N
165375294,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
165375296,0,11.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375306,0,11.0,Assault Offenses,Person,Individual,Unknown,City,10K-50K,18-25,26-35,1.0,1.0,N
165454538,1,21.0,Assault Offenses,Person,Individual,Unknown,County,100K-500K,36-50,18-25,1.0,1.0,Y
165454543,1,2.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,36-50,1.0,1.0,Y
165454582,1,13.0,Assault Offenses,Person,Individual,Other,County,100K-500K,26-35,26-35,1.0,1.0,Y
164736163,1,0.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,Under 10K,36-50,18-25,1.0,1.0,N
164826990,0,19.0,Assault Offenses,Person,Individual,Other,City,Under 10K,36-50,26-35,1.0,1.0,N
164969317,1,12.0,Assault Offenses,Person,Individual,Rifle,County,10K-50K,26-35,26-35,1.0,1.0,Y
164969327,0,17.0,Assault Offenses,Person,Individual,Motor Vehicle/Vessel,County,10K-50K,36-50,36-50,1.0,1.0,Y
165154137,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,26-35,26-35,1.0,1.0,Y
165336155,0,11.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,36-50,65+,1.0,1.0,Y
165375032,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375035,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375037,0,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
165375044,1,2.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,10K-50K,36-50,51-65,1.0,1.0,N
165375051,0,9.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375076,0,7.0,Assault Offenses,Person,Individual,Other,City,10K-50K,26-35,18-25,1.0,1.0,N
165375078,0,12.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,36-50,36-50,1.0,1.0,N
165375087,1,22.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
165375089,0,1.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
165375091,0,4.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
165454592,0,2.0,Kidnapping/Abduction,Person,Individual,Personal Weapons,County,100K-500K,26-35,65+,1.0,1.0,Y
165454611,1,1.0,Assault Offenses,Person,Individual,Unknown,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454613,1,3.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,26-35,1.0,1.0,Y
165454658,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,26-35,1.0,1.0,Y
165454690,0,15.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,County,100K-500K,36-50,51-65,1.0,1.0,Y
165454733,1,0.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,36-50,51-65,1.0,1.0,Y
165454738,1,23.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454790,1,14.0,Assault Offenses,Person,Individual,Handgun,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454794,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,County,100K-500K,36-50,36-50,1.0,1.0,Y
165454818,1,12.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,County,100K-500K,36-50,51-65,1.0,1.0,Y
165454852,0,13.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,County,100K-500K,26-35,65+,1.0,1.0,Y
165454867,0,8.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,County,100K-500K,36-50,18-25,1.0,1.0,Y
165454873,1,18.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454875,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,18-25,26-35,1.0,1.0,Y
165454889,0,13.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,County,100K-500K,26-35,65+,1.0,1.0,Y
165454900,1,20.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,36-50,1.0,1.0,Y
165454904,1,22.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454921,1,13.0,Assault Offenses,Person,Individual,Other,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454922,1,15.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,36-50,26-35,1.0,1.0,Y
165454935,1,9.0,Fraud Offenses,Property,Individual,Personal Weapons,County,100K-500K,26-35,51-65,1.0,1.0,Y
165454958,1,19.0,Assault Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,36-50,1.0,1.0,Y
165454969,0,8.0,Sex Offenses,Person,Individual,Personal Weapons,County,100K-500K,26-35,26-35,1.0,1.0,Y
165454990,0,13.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,County,100K-500K,18-25,Under 18,1.0,1.0,Y
165749207,0,12.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,County,Under 10K,36-50,26-35,1.0,1.0,N
165750748,0,7.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,18-25,18-25,1.0,1.0,Y
165845297,0,12.0,Assault Offenses,Person,Individual,Personal Weapons,County,Under 10K,18-25,36-50,1.0,1.0,N
165845305,0,19.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,County,Under 10K,26-35,26-35,1.0,1.0,N
165845309,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,County,Under 10K,26-35,26-35,1.0,1.0,N
165845314,0,15.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,County,Under 10K,36-50,26-35,1.0,1.0,N
165845340,0,21.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,County,Under 10K,36-50,26-35,1.0,1.0,N
165845343,0,12.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,County,Under 10K,18-25,26-35,1.0,1.0,N
165845352,1,17.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,County,Under 10K,36-50,26-35,1.0,1.0,N
165845538,1,17.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,County,10K-50K,36-50,18-25,1.0,1.0,Y
165845540,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,County,10K-50K,26-35,51-65,1.0,1.0,Y
166118270,0,13.0,Embezzlement,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,Y
166118289,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,Y
166118293,1,14.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,Y
166118302,1,7.0,Stolen Property Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,Y
166135328,1,19.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
166135329,1,4.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166135338,1,2.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,10K-50K,26-35,36-50,1.0,1.0,N
166135361,0,0.0,Assault Offenses,Person,Individual,Other,City,10K-50K,26-35,36-50,1.0,1.0,N
166135365,0,12.0,Assault Offenses,Person,Individual,Other,City,10K-50K,18-25,Under 18,1.0,1.0,N
166135370,1,7.0,Assault Offenses,Person,Law Enforcement Officer,Other,City,10K-50K,26-35,36-50,1.0,1.0,N
166135385,1,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135386,1,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135389,1,21.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,Under 18,1.0,1.0,N
166135523,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
166135524,0,15.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166135529,1,21.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,26-35,36-50,1.0,1.0,N
166135531,0,1.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,36-50,36-50,1.0,1.0,N
166135535,1,13.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
166135537,0,19.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135545,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166135551,0,22.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
166135558,0,16.0,Fraud Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135561,1,4.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166135567,0,15.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135575,0,10.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,51-65,1.0,1.0,N
166135579,0,17.0,Assault Offenses,Person,Individual,Motor Vehicle/Vessel,City,10K-50K,26-35,51-65,1.0,1.0,N
166135582,0,15.0,Fraud Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,51-65,1.0,1.0,N
166135585,0,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135587,0,12.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135593,1,2.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
166135609,1,3.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135611,1,11.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,18-25,1.0,1.0,N
166135615,0,14.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166135617,1,16.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,36-50,36-50,1.0,1.0,N
166135623,1,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166135638,0,8.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135649,0,20.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135665,0,13.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135679,0,18.0,Arson,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135682,1,10.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
166135689,1,19.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
166135701,0,12.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135702,0,9.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135703,1,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,Under 18,1.0,1.0,N
166135705,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135708,1,22.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135709,0,19.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166135720,0,14.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135722,1,14.0,Assault Offenses,Person,Individual,Rifle,City,10K-50K,36-50,36-50,1.0,1.0,N
166135726,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135732,1,20.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166135734,1,23.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135739,0,12.0,Robbery,Property,Individual,Blunt Object,City,10K-50K,36-50,26-35,1.0,1.0,N
166135754,0,23.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166135755,1,0.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,26-35,18-25,1.0,1.0,N
166135763,0,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135767,1,19.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,26-35,51-65,1.0,1.0,N
166135775,1,13.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
166135779,1,21.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166135803,0,12.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166172230,0,6.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,Under 10K,26-35,26-35,1.0,1.0,Y
166172236,0,18.0,Assault Offenses,Person,Individual,Personal Weapons,City,Under 10K,36-50,26-35,1.0,1.0,Y
166172243,0,14.0,Fraud Offenses,Property,Individual,Personal Weapons,City,Under 10K,26-35,26-35,1.0,1.0,Y
166172244,0,1.0,Assault Offenses,Person,Individual,Personal Weapons,City,Under 10K,18-25,36-50,1.0,1.0,Y
166172246,1,15.0,Assault Offenses,Person,Individual,Other,City,Under 10K,26-35,26-35,1.0,1.0,Y
166172252,0,3.0,Assault Offenses,Person,Individual,Personal Weapons,City,Under 10K,36-50,36-50,1.0,1.0,Y
166172258,0,16.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,Under 10K,26-35,Under 18,1.0,1.0,Y
166172259,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,Under 10K,26-35,36-50,1.0,1.0,Y
166172260,0,20.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,Under 10K,36-50,26-35,1.0,1.0,Y
166218530,0,12.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,County,10K-50K,36-50,26-35,1.0,1.0,Y
166247706,0,16.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247709,1,20.0,Assault Offenses,Person,Individual,Blunt Object,City,10K-50K,26-35,26-35,1.0,1.0,N
166247718,0,21.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247720,0,19.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166247725,0,18.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,36-50,1.0,1.0,N
166247728,0,3.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247730,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247736,0,21.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247758,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166247759,1,15.0,Robbery,Property,Individual,Knife/Cutting Instrument,City,10K-50K,26-35,Under 18,1.0,1.0,N
166247764,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247768,0,10.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166247773,0,0.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,26-35,Under 18,1.0,1.0,N
166247776,0,7.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166247797,0,23.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247804,0,12.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,36-50,1.0,1.0,N
166247829,0,22.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,26-35,26-35,1.0,1.0,N
166247847,0,9.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247851,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166247853,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,36-50,1.0,1.0,N
166247856,1,6.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166247859,0,11.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,10K-50K,36-50,36-50,1.0,1.0,N
166247861,0,19.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166247865,0,22.0,Assault Offenses,Person,Individual,Other,City,10K-50K,26-35,26-35,1.0,1.0,N
166247897,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166247906,1,22.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,10K-50K,26-35,Under 18,1.0,1.0,N
166247909,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,36-50,Under 18,1.0,1.0,N
166247911,0,1.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,36-50,Under 18,1.0,1.0,N
166247923,0,17.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,Under 18,1.0,1.0,N
166247938,0,21.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247940,0,9.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166247941,0,11.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247943,0,16.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,26-35,26-35,1.0,1.0,N
166247950,0,20.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166247951,1,21.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,Under 18,1.0,1.0,N
166247971,0,21.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247973,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166247994,0,22.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166248008,1,14.0,Assault Offenses,Person,Individual,Handgun,City,10K-50K,36-50,18-25,1.0,1.0,N
166248009,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,26-35,Under 18,1.0,1.0,N
166248034,0,1.0,Assault Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,Under 18,1.0,1.0,N
166248036,0,7.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166248037,0,9.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166248048,0,17.0,Sex Offenses,Person,Individual,Personal Weapons,City,10K-50K,36-50,26-35,1.0,1.0,N
166248050,0,20.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166248057,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,18-25,26-35,1.0,1.0,N
166248058,0,8.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
166248061,0,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,10K-50K,26-35,26-35,1.0,1.0,N
